Retail Client;Article Code;Article Description;Date;Size of Packing Unit;Prognosis (Packing Units);Realised Orders (Packing Units)
Plus Hollander (Superunie);14.03.2020;909932;R KK35-40GBIO+12STSEAFKKKZ416BPRBIOSU8ES;12;200;
Plus Hollander (Superunie);14.03.2020;909975;R BBES 10x500 S41TS KKZ610 BPR PL 7CL;10;60;
Plus Hollander (Superunie);14.03.2020;910512;R BLMBR 3x2ST STRS KKZ416 BPR NA PL 8ES;3;160;240
Plus Hollander (Superunie);14.03.2020;910606;R BBESBIO+6x125 SKOD KKZ410 BPR BIOSU8ES;6;160;
Plus Hollander (Superunie);14.03.2020;910975;KK35-40GBIO+ 12ST SEAL KKZ416BPRBIOSU8NL;12;;130
Plus Hollander (Superunie);14.03.2020;911004;R BBES 10x500 S41TS KKZ610 BPR PL 7MA;10;;150
Plus Hollander (Superunie);14.03.2020;911005;R BBES10x500 S41TS KKZ610 BPRPL7ES;10;;10
Plus Hollander (Superunie);14.03.2020;911221;ASP 20-28 5KG DVK PB415 PP PZ 8NL;5;20;
Plus Hollander (Superunie);15.03.2020;885566;KK 40-50G 36ST KKZ618 PP GB 8NL;36;;600
Plus Hollander (Superunie);15.03.2020;909836;VVR BLMKL4SBIO+ 4ST SEAFKKKZ416BPRBIOSU8;4;80;60
Plus Hollander (Superunie);15.03.2020;909876;VVR TCHPRUBIO+ 8x400 SFP KKZ613BPRBIOSU8;8;60;30
Plus Hollander (Superunie);15.03.2020;909877;VVR TRTBIO+ 4x500 SFP KKZ416 BPR BIO SU8;4;120;90
Plus Hollander (Superunie);15.03.2020;909878;R PAPPUNRDBIO+RAMI4x2STZAKKFKKZ416BPRBIO;4;60;60
Plus Hollander (Superunie);15.03.2020;910004;R BBESBIO+6x125 SKOD KKZ410 BPR BIOSU8CL;6;;50
Plus Hollander (Superunie);15.03.2020;911272;VVR PAPRD201GBIO+6STFP1STKKZ416BPRBIOSU8;6;120;
Plus Hollander (Superunie);16.03.2020;262006;BLMKL 16C-OP 6ST PB624 PP NA 7NL;6;55;
Plus Hollander (Superunie);16.03.2020;801240;BRAA 6x125 S71D KKZ410 BPR PL 8NL;6;;40
Plus Hollander (Superunie);16.03.2020;801505;TRT PRU MID 8x500 STRFP KKZ613 BPR PL8NL;8;360;240
Plus Hollander (Superunie);16.03.2020;804912;TRT GR 5KG TUSVL DT414G PP 8NL;5;480;1.680
Plus Hollander (Superunie);16.03.2020;873889;R ROMAN 8SGEN 8ST FK618 PKB 7FR;8;10;10
Plus Hollander (Superunie);16.03.2020;874991;R BLMKL 6SLAAN 6ST KKZ618 BPR 7ES;6;;110
Plus Hollander (Superunie);16.03.2020;885326;R ARBSWSU 12x400 SKOD FK613 PP PL 7ES;12;150;225
Plus Hollander (Superunie);16.03.2020;888061;BRAA 6x125 S74TS KKZ410 BPR PL 8NL;6;50;
Plus Hollander (Superunie);16.03.2020;888081;R BBES 10x300 S75TS KKZ610 BPR PL 7CL;10;50;
Plus Hollander (Superunie);16.03.2020;888085;R BBES 10x300 S75TS KKZ610 BPR PL 7PE;10;;60
Plus Hollander (Superunie);16.03.2020;888110;VVR FRAM 10x250 S75TS KKZ610 BPR PL 7MA;10;40;74
Plus Hollander (Superunie);16.03.2020;888111;R FRAM 10x250 S75TS KKZ610 BPR PL 7PT;10;;46
Plus Hollander (Superunie);16.03.2020;890194;ARB 30GY 10x250 S22TS KKZ613BPR GB PL9NL;10;160;160
Plus Hollander (Superunie);16.03.2020;894390;VVTRCH FIJNJUAN 8x200STRFP KKZ410BPR PL8;8;200;400
Plus Hollander (Superunie);16.03.2020;898367;KK 35-40G 36ST KKZ618 PP PZ 8NL;36;240;480
Plus Hollander (Superunie);16.03.2020;899624;ASP 20-28 XW 5KG PB415 PP PZ 9NL;5;;40
Plus Hollander (Superunie);16.03.2020;902849;KK SN 10x5ST ZAK KKZ410 BPR PL 8NL;10;80;
Plus Hollander (Superunie);16.03.2020;903043;KK SN 10x10ST ZAK KKZ416 BPR PL 8NL;10;60;120
Plus Hollander (Superunie);16.03.2020;906301;KK SN 10x5ST ZAK KKZ410 BPR PL 8ES;10;;160
Plus Hollander (Superunie);16.03.2020;906971;TCH MX 10x500 ZAK KKZ416 BPR PL 8EN;10;60;195
Plus Hollander (Superunie);16.03.2020;906979;TCH PRU 10x500 ZAK KKZ416 BPR PL 8MA;10;130;390
Plus Hollander (Superunie);16.03.2020;906985;TCH PRU 10x200 ZAK KKZ410 BPR PL 8MA;10;120;160
Plus Hollander (Superunie);16.03.2020;906990;TCH MX 10x200 ZAK KKZ410 BPR PL 8EN;10;60;160
Plus Hollander (Superunie);16.03.2020;908010;PAP MIN MXSWBI 10x150ZAK KKZ416BPR PL8ES;10;80;160
Plus Hollander (Superunie);16.03.2020;909836;VVR BLMKL4SBIO+ 4ST SEAFKKKZ416BPRBIOSU8;4;60;160
Plus Hollander (Superunie);16.03.2020;909876;VVR TCHPRUBIO+ 8x400 SFP KKZ613BPRBIOSU8;8;40;70
Plus Hollander (Superunie);16.03.2020;909877;VVR TRTBIO+ 4x500 SFP KKZ416 BPR BIO SU8;4;90;200
Plus Hollander (Superunie);16.03.2020;909878;R PAPPUNRDBIO+RAMI4x2STZAKKFKKZ416BPRBIO;4;40;140
Plus Hollander (Superunie);16.03.2020;909932;R KK35-40GBIO+12STSEAFKKKZ416BPRBIOSU8ES;12;160;280
Plus Hollander (Superunie);16.03.2020;909975;R BBES 10x500 S41TS KKZ610 BPR PL 7CL;10;60;
Plus Hollander (Superunie);16.03.2020;910004;R BBESBIO+6x125 SKOD KKZ410 BPR BIOSU8CL;6;;120
Plus Hollander (Superunie);16.03.2020;910512;R BLMBR 3x2ST STRS KKZ416 BPR NA PL 8ES;3;120;240
Plus Hollander (Superunie);16.03.2020;910606;R BBESBIO+6x125 SKOD KKZ410 BPR BIOSU8ES;6;100;
Plus Hollander (Superunie);16.03.2020;911005;R BBES10x500 S41TS KKZ610 BPRPL7ES;10;;40
Plus Hollander (Superunie);16.03.2020;911221;ASP 20-28 5KG DVK PB415 PP PZ 8NL;5;20;
Plus Hollander (Superunie);16.03.2020;911272;VVR PAPRD201GBIO+6STFP1STKKZ416BPRBIOSU8;6;80;
Plus Hollander (Superunie);17.03.2020;213743;TRT MID 5KG TUSVL DT414G PP 8NL;5;;960
Plus Hollander (Superunie);17.03.2020;262006;BLMKL 16C-OP 6ST PB624 PP NA 7NL;6;110;
Plus Hollander (Superunie);17.03.2020;801240;BRAA 6x125 S71D KKZ410 BPR PL 8NL;6;;40
Plus Hollander (Superunie);17.03.2020;801505;TRT PRU MID 8x500 STRFP KKZ613 BPR PL8NL;8;360;320
Plus Hollander (Superunie);17.03.2020;804912;TRT GR 5KG TUSVL DT414G PP 8NL;5;720;960
Plus Hollander (Superunie);17.03.2020;874991;R BLMKL 6SLAAN 6ST KKZ618 BPR 7ES;6;;110
Plus Hollander (Superunie);17.03.2020;885326;R ARBSWSU 12x400 SKOD FK613 PP PL 7ES;12;150;150
Plus Hollander (Superunie);17.03.2020;888061;BRAA 6x125 S74TS KKZ410 BPR PL 8NL;6;50;
Plus Hollander (Superunie);17.03.2020;888081;R BBES 10x300 S75TS KKZ610 BPR PL 7CL;10;50;
Plus Hollander (Superunie);17.03.2020;888085;R BBES 10x300 S75TS KKZ610 BPR PL 7PE;10;;100
Plus Hollander (Superunie);17.03.2020;888110;VVR FRAM 10x250 S75TS KKZ610 BPR PL 7MA;10;30;
Plus Hollander (Superunie);17.03.2020;890194;ARB 30GY 10x250 S22TS KKZ613BPR GB PL9NL;10;160;320
Plus Hollander (Superunie);17.03.2020;894390;VVTRCH FIJNJUAN 8x200STRFP KKZ410BPR PL8;8;160;160
Plus Hollander (Superunie);17.03.2020;898367;KK 35-40G 36ST KKZ618 PP PZ 8NL;36;240;
Plus Hollander (Superunie);17.03.2020;902849;KK SN 10x5ST ZAK KKZ410 BPR PL 8NL;10;80;
Plus Hollander (Superunie);17.03.2020;903043;KK SN 10x10ST ZAK KKZ416 BPR PL 8NL;10;40;40
Plus Hollander (Superunie);17.03.2020;906971;TCH MX 10x500 ZAK KKZ416 BPR PL 8EN;10;60;
Plus Hollander (Superunie);17.03.2020;906979;TCH PRU 10x500 ZAK KKZ416 BPR PL 8MA;10;130;
Plus Hollander (Superunie);17.03.2020;906985;TCH PRU 10x200 ZAK KKZ410 BPR PL 8MA;10;80;
Plus Hollander (Superunie);17.03.2020;906990;TCH MX 10x200 ZAK KKZ410 BPR PL 8EN;10;40;
Plus Hollander (Superunie);17.03.2020;908010;PAP MIN MXSWBI 10x150ZAK KKZ416BPR PL8ES;10;80;60
Plus Hollander (Superunie);17.03.2020;909836;VVR BLMKL4SBIO+ 4ST SEAFKKKZ416BPRBIOSU8;4;60;
Plus Hollander (Superunie);17.03.2020;909837;VVR BLMKL4SBIO+ 4ST SEAL KKZ416BPRBIOSU8;4;;120
Plus Hollander (Superunie);17.03.2020;909876;VVR TCHPRUBIO+ 8x400 SFP KKZ613BPRBIOSU8;8;40;
Plus Hollander (Superunie);17.03.2020;909877;VVR TRTBIO+ 4x500 SFP KKZ416 BPR BIO SU8;4;90;115
Plus Hollander (Superunie);17.03.2020;909878;R PAPPUNRDBIO+RAMI4x2STZAKKFKKZ416BPRBIO;4;40;60
Plus Hollander (Superunie);17.03.2020;909932;R KK35-40GBIO+12STSEAFKKKZ416BPRBIOSU8ES;12;120;
Plus Hollander (Superunie);17.03.2020;909975;R BBES 10x500 S41TS KKZ610 BPR PL 7CL;10;50;
Plus Hollander (Superunie);17.03.2020;910004;R BBESBIO+6x125 SKOD KKZ410 BPR BIOSU8CL;6;;148
Plus Hollander (Superunie);17.03.2020;910512;R BLMBR 3x2ST STRS KKZ416 BPR NA PL 8ES;3;120;180
Plus Hollander (Superunie);17.03.2020;910606;R BBESBIO+6x125 SKOD KKZ410 BPR BIOSU8ES;6;100;12
Plus Hollander (Superunie);17.03.2020;910975;KK35-40GBIO+ 12ST SEAL KKZ416BPRBIOSU8NL;12;;240
Plus Hollander (Superunie);17.03.2020;911004;R BBES 10x500 S41TS KKZ610 BPR PL 7MA;10;;80
Plus Hollander (Superunie);17.03.2020;911221;ASP 20-28 5KG DVK PB415 PP PZ 8NL;5;10;
Plus Hollander (Superunie);17.03.2020;911272;VVR PAPRD201GBIO+6STFP1STKKZ416BPRBIOSU8;6;80;
